,Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018
219,Slovak Republic,25171.61311,26049.792380000003,26933.42222,27967.1723,28991.56583,29924.12155,29651.52413,30907.422789999997,32574.823139999997
220,Slovenia,27845.51199,28931.383710000002,29042.82027,29973.69911,30870.02367,31636.750030000003,33868.31558,36650.802189999995,38749.25198
221,Sweden,42252.146689999994,44608.58026,45432.43197,46312.392380000005,47184.66913,49116.307839999994,50425.154630000005,52739.01139,53746.799170000006
222,Eswatini,7771.360631999999,8057.541253,8266.681515999999,8708.795992,8796.98244,8843.699095,8762.409643,8493.901672,8809.15287
223,Sint Maarten (Dutch part),34232.355110000004,37233.96838,32878.44088,32478.298960000004,33013.232710000004,32520.0929,32432.993430000002,32256.33331,
224,Seychelles,19387.862530000002,21922.739530000003,21565.037999999997,22369.391219999998,23889.783730000003,24067.19459,25681.31267,27242.65605,28657.408330000002
225,Syrian Arab Republic,,,,,,,,,
226,Turks and Caicos Islands,,21231.92553,19069.883990000002,19761.58739,21583.23637,22855.1657,24257.05814,25477.41616,27055.173510000004
227,Chad,1819.6947670000002,1797.7493600000003,1730.793693,1569.059772,1677.090699,1820.059393,1664.511672,1587.03106,1613.514935
228,East Asia & Pacific (IDA & IBRD countries),8797.350642,9652.500237999999,10465.95398,11070.26245,11585.8596,11919.415490000001,12443.3107,13123.12612,14197.40605
229,Europe & Central Asia (IDA & IBRD countries),15898.61235,17452.34739,18447.44428,19760.48882,20225.76608,19978.59904,20544.01914,21930.3687,23350.86007
230,Togo,1144.331515,1210.142114,1227.156159,1275.325318,1328.380291,1397.333165,1453.747599,1516.5260460000002,1589.183015
231,Thailand,13195.37188,13519.12842,14870.978180000002,15407.669469999999,15480.21135,15822.35326,16618.76219,17420.56515,18513.293569999998
232,Tajikistan,2328.444563,2496.5812309999997,2750.356111,3027.81901,3303.096196,2991.653596,3097.202027,3089.5302079999997,3311.051043
233,Turkmenistan,9810.608197,11294.94843,12057.19597,12739.18195,13490.987159999999,13690.604269999998,13866.324719999999,14205.02158,15195.633469999999
234,Latin America & the Caribbean (IDA & IBRD countries),13333.0201,14217.31561,14507.407469999998,14997.674309999999,15320.19192,15106.599709999999,15345.69519,16002.36644,16489.8854
235,Timor-Leste,1964.5154870000001,2084.59193,2320.073922,2483.1706,2721.056497,2916.823573,3140.873946,3165.799424,3152.5708670000004
236,Middle East & North Africa (IDA & IBRD countries),11642.27369,11591.79497,11892.415729999999,11777.14025,11444.77228,10738.39488,10669.88514,10959.06451,
237,Tonga,4889.298528,5151.454825,5339.532136,5313.805671,5567.035411,5849.717335,6092.258366,6321.606933,6414.7827210000005
238,South Asia (IDA & IBRD),4005.235429,4237.678568,4566.873951,4752.153577,4928.7991409999995,5137.335557,5455.149571,5772.075177000001,6194.34213
239,Sub-Saharan Africa (IDA & IBRD countries),3176.942236,3312.335577,3340.053004,3510.681478,3668.278628,3697.758168,3688.153463,3754.1843689999996,3848.406984
240,Trinidad and Tobago,30528.82418,30888.02903,30063.2604,30059.893289999996,29698.46095,27510.40683,26270.08901,26447.593269999998,26892.8681
241,Tunisia,10155.481170000001,10067.90622,10217.125090000001,10231.72172,10446.05139,10208.73928,10359.3024,10605.25721,11017.77777
242,Turkey,17438.8972,19651.678480000002,20616.86987,22269.037659999998,23967.11803,25625.574630000003,26329.36017,27934.16733,28139.143760000003
243,Tuvalu,2925.616097,3180.104184,3086.009247,3248.194851,3319.1048600000004,3619.410338,3727.711339,3903.6550049999996,4046.549672
244,Tanzania,2088.098056,2228.705387,2099.4543489999996,2194.924069,2243.625706,2348.443729,2479.261261,2530.438453,2651.091047
245,Uganda,2071.696425,2241.1234059999997,1997.5339579999998,1997.9113730000001,2071.449012,2111.494107,2075.606228,2074.860241,2172.185054
246,Ukraine,8245.375241,8909.659608,9343.330740000001,10691.76468,10743.58636,10164.32733,11148.19655,11871.12362,12629.14166
247,Upper middle income,11623.192490000001,12602.11898,13340.6371,14007.469830000002,14453.339030000001,14464.8317,14895.484519999998,15684.910390000001,16728.17464
248,Uruguay,16817.069040000002,18002.85108,18192.33509,19130.04446,20093.65361,20217.58414,20669.81236,21324.846,22100.31064
249,United States,48467.51578,49886.81811,51610.60528,53117.66783,55047.72556,56822.518820000005,57927.51685,59957.72585,62996.664820000005
250,Uzbekistan,5124.122722,5489.078964,5712.824303,5942.396759,6158.502459,6343.1497420000005,6452.927938000001,6518.804687,6914.889512999999
251,St. Vincent and the Grenadines,10139.81854,10302.42035,10457.15843,10909.465040000001,11310.13101,11641.84016,12456.95412,12245.01484,12760.58515
252,"Venezuela, RB",16740.36942,17527.447790000002,,,,,,,
253,British Virgin Islands,,,,,,,,,
254,Virgin Islands (U.S.),,,,,,,,,
255,Vietnam,4213.295913,4523.243719,5042.449686,5358.894732,5745.158585,6102.637264,6573.096338,7155.745829,7765.400251999999
256,Vanuatu,2888.738336,2905.9047219999998,2930.914618,2956.516263,2997.162069,2953.1021969999997,3009.125533,3121.114376,3203.74158
257,World,12897.70234,13583.298359999999,14125.563419999999,14645.8618,15024.35575,15172.174519999999,15583.56532,16248.707180000001,17024.73813
258,Samoa,5360.970588,5655.137396,5480.6059079999995,5505.993534,5570.620554,5831.52564,6336.645642,6495.387724,6478.707771
259,Kosovo,7782.947104999999,8222.225939,8477.469769,8805.379754000001,9043.183283,9575.75488,10062.108259999999,10530.48166,11152.38103
260,"Yemen, Rep.",4162.088451,3607.090263,3491.204325,3688.5198490000002,,,,,
261,South Africa,11721.555059999999,12172.31474,12057.26871,12450.4975,12520.71375,12552.34013,12592.48687,12703.421240000001,12928.79421
262,Zambia,3178.872797,3323.939045,3422.6263259999996,3578.85319,3539.434996,3430.4035759999997,3404.663123,3485.0021030000003,3604.628943
263,Zimbabwe,1830.8280539999998,2101.8251920000002,2375.930267,2560.7774870000003,2612.46153,2679.510136,2806.458631,3028.245976,3203.888554
